YEAR,UPC,DOLLARS,UNITS
2011,08-01-55564-00301,170.43,57
2011,00-02-72170-00110,170.28,172
2012,00-03-72600-00223,169.66,172
2011,00-01-72600-00276,169.29,171
2012,06-02-70171-43975,168.93,53
2012,00-01-72170-02527,168.3,170
2011,07-01-08163-10816,168.19,121
2012,00-01-27393-00960,168.07,113
2012,00-01-84114-10597,167.61,66
2012,00-01-73497-00425,167.31,59
2011,07-01-55355-10103,166.83,50
2011,00-02-43427-18205,164.35999999999999,94
2012,00-01-72600-01269,164.34,166
2012,06-01-58235-12501,164.20000000000002,40
2011,00-02-30047-85102,163.97,99
2011,08-01-04345-00001,163.85,96
2012,07-01-28229-78914,163.72,128
2012,00-01-30047-10110,163.51,141
2011,00-01-41262-28172,163.38,22
2012,00-01-72600-03304,163.35,165
2012,08-01-13551-00113,163.07000000000002,43
2012,07-01-57528-00885,162.56,127
2011,00-03-21900-06810,161.74,164
2012,08-01-56435-00179,161.46,54
2011,00-03-41780-00191,161.37,489
2012,00-01-24335-06109,161.36,34
2011,00-01-70271-00388,161.22,39
2011,00-02-16392-00902,160.86,45
2011,07-01-32494-00051,160.51,49
2012,00-02-28400-08330,160.47,40
2012,06-01-78523-04201,160.08,52
2012,07-01-57528-00132,159.46,67
2011,06-01-60217-81508,158.64000000000001,42
2012,07-01-57528-00336,158.44,123
2012,00-03-83791-01001,158.42000000000002,178
2011,00-04-72600-00002,158.4,160
2012,07-01-36211-30635,158.18,24
2011,00-02-41262-27436,158.0,316
2011,00-01-77817-13110,157.61,39
2012,07-02-64218-60837,157.5,63
2012,00-01-21908-81252,157.45000000000002,55
2011,08-01-98992-00132,157.43,61
2011,00-01-72600-00972,157.16,84
2012,00-01-30047-14071,156.87,63
2011,00-01-70061-60300,156.87,63
2011,00-01-41262-28440,156.59,156
2011,00-01-28400-03460,156.47,153
2012,08-01-50251-00401,156.42000000000002,158
2011,00-01-28400-00593,156.19,134
2012,08-01-98992-00152,155.60999999999999,39
2011,00-01-41780-04065,155.57,32
2011,08-01-40762-00465,155.35999999999999,425
2012,00-04-28400-00947,154.62,38
2011,00-01-84114-11880,154.39,47
2012,00-03-21900-06810,154.2,150
2012,00-01-77975-01003,153.45,155
2012,00-04-41780-00324,153.45,155
2012,00-06-72600-00640,153.45,155
2012,00-02-72170-00110,153.45,155
2011,00-01-41780-04135,153.28,32
2012,00-02-77817-15600,153.26,149
2011,00-06-43427-18104,152.98,391
2011,00-01-28400-03977,152.97,153
2011,07-01-57645-00820,152.7,66
2012,00-01-83791-01010,152.19,171
2011,08-01-91803-00135,152.0,61
2011,00-01-77817-11979,151.92,150
2011,00-01-32823-14003,151.9,137
2012,00-01-32626-27106,151.88,112
2011,07-01-28229-01389,151.84,56
2012,08-01-13551-00111,151.62,38
2012,00-02-41780-04355,151.28,22
2011,08-01-97580-00053,150.93,37
2012,08-01-40762-00467,150.54,408
2011,08-01-50668-00048,150.21,129
2012,00-01-74323-09632,149.94,63
2011,08-01-54137-00099,149.70000000000002,30
2011,00-01-70412-11090,149.4,60
2011,00-01-72600-00764,149.38,148
2012,08-01-14226-01038,148.97,53
2011,00-01-43427-18147,148.9,50
2012,07-01-32626-10020,148.63,77
2012,00-03-70236-00237,148.5,150
2012,07-01-55355-10103,148.28,55
2012,00-04-28400-00468,147.89000000000001,132
2011,00-01-30047-11214,147.7,70
2012,07-01-80994-73602,147.62,38
2012,07-01-24923-45700,147.17000000000002,33
2012,07-01-28229-78943,147.04,36
2011,00-01-43427-18188,146.3,397
2011,00-01-77789-40050,145.73,101
2012,00-01-43427-18820,145.53,147
2011,00-01-77817-16638,145.14,434
2012,00-02-74323-09626,144.64000000000001,113
2012,08-01-99788-00248,143.82,71
2011,00-01-77975-08156,143.55,145
2012,00-02-41262-27187,143.25,339
2011,00-02-70617-00075,143.05,65
2011,00-01-71169-87122,142.81,19
2011,00-01-20685-00016,142.75,571
2011,00-01-28558-60705,142.57,53
2011,00-01-43427-18112,142.38,396
2012,08-02-96719-00056,142.29999999999998,30
2011,00-01-72600-00334,142.23000000000002,27
2012,00-07-72600-00097,142.18,130
2012,00-01-70617-00076,142.18,62
2012,08-01-99788-00375,141.88,63
2011,00-01-72170-02527,141.85,144
2011,00-02-41262-28182,141.52,147
2011,00-01-28400-04606,141.51,159
2012,88-01-09121-25050,141.27,93
2011,00-02-43427-11117,141.27,154
2011,00-01-15839-00896,141.24,56
2011,00-01-71169-87186,140.82,18
2012,00-02-77817-23298,140.67000000000002,134
2011,00-01-20685-00017,140.5,562
2012,08-01-40762-00460,140.28,390
2011,00-01-37000-18842,139.9,10
2012,88-01-99998-85760,139.85999999999999,54
2011,00-01-41262-28311,139.69,154
2011,00-01-26200-47134,139.59,141
2011,00-02-41262-27187,139.55,279
2012,07-01-39748-06211,139.46,54
2012,00-02-15839-00600,139.32,108
2011,08-01-40762-00460,138.97,367
2012,00-02-77975-01017,138.34,38
2011,00-01-64144-10235,138.0,91
2012,00-01-45764-27121,137.77,23
2011,00-01-16000-19360,137.66,36
2011,00-01-74488-44451,137.53,121
2011,08-01-91672-00005,137.31,69
2012,00-05-41780-00044,136.62,138
2011,08-01-11507-01003,136.56,54
2011,07-01-10311-42633,136.42,38
2011,08-01-10487-00352,136.4,80
2012,00-01-28400-08342,136.39000000000001,41
2012,00-01-25675-88090,136.31,68
2012,00-03-41262-27192,136.22,148
2011,07-01-57645-04040,136.13,47
2011,08-01-91672-00004,135.32,68
2012,01-02-80999-00004,135.25,40
2012,08-01-50668-00003,134.93,117
2012,06-01-81170-00265,134.74,56
2012,00-02-72600-00243,134.64000000000001,126
2011,00-01-30047-10150,134.35,145
2012,00-01-28400-00950,134.07,123
2012,07-01-39748-06212,133.68,52
2012,08-01-50668-00050,133.45,105
2011,00-01-32797-00694,132.84,36
2011,00-01-32797-00693,132.84,36
2012,00-02-15665-17982,132.72,94
2012,00-02-30047-90850,131.67000000000002,33
2012,07-01-55355-00531,130.76,34
2012,00-01-43427-18134,130.34,266
2011,00-01-28400-03867,130.31,37
2012,00-02-41262-28172,130.09,19
2012,07-01-64218-60754,130.0,52
2012,08-01-37654-92470,129.69,131
2012,00-01-21908-81258,129.54,46
2012,00-01-43427-18186,129.15,369
2012,07-01-80994-98188,129.13,37
2011,07-01-57645-00600,128.87,54
2012,00-02-41262-27124,128.74,506
2011,08-01-55564-00300,128.57000000000002,43
2012,00-01-45764-27336,128.57,63
2011,08-01-91803-00115,128.57,43
2011,00-01-25675-88075,128.25,280
2012,00-01-30047-11213,128.24,56
2011,00-01-25675-88092,128.09,71
2012,00-01-84114-11544,128.0,111
2011,00-01-72600-00247,127.71000000000001,129
2012,00-02-72600-00290,127.71,129
2012,08-01-56468-00204,127.47,126
2012,06-01-58235-11501,126.99000000000001,31
2012,00-01-84114-11743,126.98,109
2012,88-01-09121-25052,126.65,85
2011,00-03-84114-00997,126.42,46
2012,00-02-73046-10050,126.14,106
2012,08-03-11178-00907,126.01,106
2012,00-01-41331-04921,126.0,75
2012,00-04-28400-02153,125.66,379
2012,08-01-53522-00083,125.56,36
2011,00-01-77975-08310,125.46,34
2012,00-02-43427-18204,125.44,81
2011,08-01-50668-00047,125.38,122
2011,00-01-28400-09767,125.13,97
2011,00-02-41262-27124,124.71,514
2012,00-01-79927-02211,124.55,105
2012,00-01-82666-79900,124.3,113
2011,08-01-93708-00100,124.05999999999999,66
2012,88-01-09121-25054,124.02,78
2012,00-02-41780-00310,123.97,115
2012,00-03-73046-89087,123.75999999999999,104
2012,00-01-72600-00276,123.75,125
2011,07-01-32494-00050,123.62,42
2011,00-01-43427-18134,122.91,258
2011,08-01-91803-00117,122.59,41
2012,00-01-71169-88118,122.57000000000001,18
2012,00-02-79227-90002,122.53999999999999,66
2011,07-01-08163-10818,122.32,88
2011,08-01-40762-04423,121.94,431
2011,00-03-28400-00174,121.93,137
2011,06-02-35992-05200,121.73,53
2011,08-01-98992-00168,121.66,44
2012,08-01-50668-00000,119.82000000000001,98
2011,00-02-71461-08855,119.7,30
2011,88-04-99998-10240,119.66999999999999,69
2012,00-01-71169-88117,119.33,17
2012,00-01-41200-09676,119.2,40
2011,00-01-28558-73002,119.1,77
2012,07-01-28229-01358,119.05000000000001,25
2012,00-01-77817-33357,119.03,44
2012,00-01-40032-12670,119.02,128
2011,08-01-56468-00200,118.27000000000001,113
2011,00-01-28400-03257,117.92,114
2012,00-05-77817-23462,117.45,115
2012,08-01-50668-00048,117.4,100
2011,08-01-14226-01016,117.39,103
2011,00-03-12524-77201,117.28999999999999,51
2012,06-01-70171-43915,117.02000000000001,38
2011,00-01-72600-01980,116.87,13
2011,88-04-99998-11171,116.74000000000001,26
2012,00-02-20633-00019,116.61,69
2011,00-01-41376-40578,116.29,28
2011,08-01-40762-04421,115.97999999999999,471
2011,06-01-18645-18332,115.71,29
2011,00-02-77544-81100,115.17,123
2011,00-02-20633-00019,114.92,68
2012,00-02-77544-81100,114.88000000000001,166
2012,00-01-71169-87122,114.85000000000001,15
2012,00-03-72600-00463,114.84,116
2012,00-01-75070-10532,114.81,24
2011,00-01-84114-11172,114.38999999999999,41
2012,00-01-41780-04205,114.35,44
2012,00-01-84114-11551,113.97,93
2012,00-02-41262-27043,113.15,373
2012,00-01-25675-88092,113.14,56
2012,08-01-47938-02555,112.79,21
2012,08-01-59888-00032,112.25,25
2011,00-01-64144-10214,111.36,72
2011,06-01-60217-81428,111.24000000000001,29
2011,00-01-76781-01651,111.0,74
2012,00-01-32797-00675,110.41,316
2012,00-01-32797-00676,109.69,319
2011,08-01-56468-00204,109.55,105
2011,00-01-28400-03428,109.5,50
2011,08-01-56468-00205,109.14,108
2011,08-01-56468-00203,109.13,109
2011,00-01-41262-28122,108.9,110
2012,08-01-56468-00200,108.83,110
2011,00-01-28400-09780,108.36,84
2012,00-01-28400-03933,108.25,32
2012,00-01-43427-00473,108.03999999999999,289
2012,00-01-72600-00849,107.91,109
2012,00-02-30047-90750,107.73,27
2011,88-05-99998-59848,107.31,49
2012,07-01-55355-00520,107.26,37
2011,08-01-92397-01006,107.06,44
2011,00-03-41262-27106,107.0,214
2011,00-01-41262-27181,107.0,214
2012,08-01-92397-01006,106.19,41
2011,07-01-57528-00112,106.17999999999999,89
2011,00-05-77975-02267,105.68,44
2011,00-01-41419-30081,105.58,52
2012,00-02-72600-09605,105.47,53
2012,00-01-32797-00575,105.46,54
2012,00-01-71169-88107,105.35,15
2011,00-01-16000-15970,105.27,39
2011,00-03-72600-00225,105.14,106
2012,07-01-20495-90807,105.11,53
2012,00-02-83791-01002,105.02,118
2012,07-02-64218-60838,105.0,42
2011,00-01-28400-03322,104.94,106
2012,00-01-71169-88119,104.85000000000001,15
2012,00-02-28400-07971,104.64,96
2012,00-01-37000-31251,104.39999999999999,58
2011,08-01-47938-02555,103.99000000000001,21
2011,00-01-73046-90005,103.97,88
2012,00-02-72600-00637,103.95,105
2011,00-01-28400-00798,103.71000000000001,32
2011,00-01-84114-11881,103.68,31
2012,07-01-57528-00113,103.68,81
2012,07-01-57528-00888,103.67999999999999,81
2012,06-01-19309-00023,103.47999999999999,52
2012,07-01-57528-00875,103.44,43
2012,08-01-56468-00201,103.38,102
2011,07-02-55355-00100,103.3,40
2011,00-01-28400-03936,102.73,27
2012,00-02-24335-01420,102.15,45
2012,00-01-30047-10150,101.97,103
2012,08-01-56651-00202,101.97,45
2012,00-01-28400-00166,101.9,77
2012,00-01-71169-88116,101.60000000000001,15
2012,08-01-99788-00376,101.56,51
2012,00-03-28400-02583,101.37,93
2011,00-02-72600-00750,101.28999999999999,101
2011,00-01-28558-12124,101.25,35
2012,00-02-77079-00001,100.99000000000001,103
2011,00-01-41262-28132,100.98,102
2011,00-02-74323-09626,100.91,83
2012,00-01-77789-40050,100.5,67
2012,08-01-58641-00301,100.5,30
2011,00-01-77079-00985,100.27,102
2012,07-01-28229-78940,99.98,22
2012,08-02-11178-00931,99.85,81
2011,00-01-13964-05086,99.75,133
2012,00-01-30047-53302,99.09,52
2011,00-01-16000-41748,99.0,100
2011,00-01-77079-00737,99.0,100
2012,00-02-83791-02010,98.79,111
2011,00-03-84114-00994,98.69999999999999,30
2012,00-01-77975-08775,98.49,46
2011,00-01-32797-00663,98.48,58
2011,00-01-28400-04561,98.32000000000001,98
2012,00-02-41780-00074,98.01,99
2011,07-01-20495-90110,98.01,99
2011,00-01-74488-44442,98.0,98
2011,00-01-43427-18206,97.93,51
2012,07-01-57528-00114,97.58,41
2012,07-01-64218-60827,97.5,39
2012,07-01-39748-06214,97.42,38
2012,00-01-15839-00590,97.26,34
2012,07-01-39748-06215,96.33,37
2011,08-01-96324-00102,96.0,64
2011,00-01-71169-87094,95.88,12
2012,00-01-73731-08404,95.0,38
2011,00-01-41262-27217,94.5,189
2011,06-01-89423-00271,94.27,239
2011,00-03-72600-00223,94.05,95
2012,00-03-41262-27106,94.0,188
2012,00-01-77817-16582,94.0,62
2012,00-02-72600-00512,93.75,272
2011,00-01-13964-05082,93.75,125
2012,00-04-77817-23569,93.47,93
2012,88-01-99998-85318,93.14999999999999,54
2011,00-01-77079-00986,93.07000000000001,94
2012,88-01-99998-85773,92.97,52
2012,07-01-57528-00111,92.82,39
2012,08-03-11178-00905,92.79,78
2012,00-01-41780-02307,92.65,35
2011,00-03-41200-07401,92.61,27
2012,07-01-64218-60828,92.5,37
2012,00-02-77975-01019,92.36999999999999,26
2011,00-01-72600-00861,92.07000000000001,95
2011,00-02-71026-00006,92.05,60
2012,00-02-21900-06402,91.72,88
2012,08-01-43571-00434,91.60000000000001,30
2011,00-01-32797-00576,91.53999999999999,46
2012,00-01-71169-88104,91.36,14
2011,08-01-33482-00919,91.27000000000001,23
2011,00-01-30047-53302,90.91,49
2012,08-01-96324-00104,90.89,61
2012,00-02-30047-85102,90.65,91
2011,06-01-89423-00272,90.61,229
2011,00-01-43427-18186,89.75,255
2012,00-03-77817-15810,89.69,86
2012,00-01-41200-09674,89.4,30
2012,08-02-11178-00930,89.34,76
2012,00-01-16000-41748,89.0,89
2012,06-01-89423-02544,88.77000000000001,33
2011,00-04-41262-27435,88.5,177
2012,00-01-41262-27217,88.5,177
2012,00-01-43427-18147,88.48,32
2012,07-01-57528-00112,88.32000000000001,69
2012,00-03-83791-02003,88.31,99
2012,00-01-71169-87094,87.89,11
2012,00-01-77975-08903,87.78,38
2011,00-01-15839-00590,87.74000000000001,36
2012,00-02-41262-27732,87.5,175
2011,07-01-33397-07512,87.25,25
2012,08-01-52565-00308,87.17,65
2012,08-04-71265-50405,87.17,23
2012,00-01-30047-10120,87.12,88
2012,00-01-28400-02955,87.07000000000001,62
2011,07-01-62111-82331,86.25,69
2011,00-01-43427-18137,85.99,62
2011,08-01-52834-00203,85.86,24
2011,00-01-15665-10353,85.84,76
2012,00-02-72600-00861,85.60000000000001,87
2011,00-01-15839-00892,85.51,65
2012,08-01-56468-00205,85.46,85
2011,08-01-56468-00202,85.4,83
2012,00-01-43427-00472,84.89,242
2012,00-04-30047-85232,84.87,54
2011,06-01-96200-00370,84.87,23
2012,00-01-43427-55111,84.85,235
2011,06-01-60217-81474,84.80000000000001,22
2011,00-02-21900-06402,84.15,85
2011,00-01-72600-00325,84.15,85
2012,08-01-92773-00082,84.04,26
2012,08-02-40762-04423,83.91,296
2012,07-01-28229-78923,82.62,18
2011,07-01-10311-42632,82.57,23
2011,08-01-40762-04422,82.28,330
2011,00-01-41780-03956,81.82,38
2011,00-01-32797-00696,81.47,236
2011,00-01-77975-08791,81.27000000000001,28
2012,00-01-72600-01166,81.18,82
2012,08-01-55291-00133,81.18,82
2012,07-01-57528-00871,80.91999999999999,34
2011,08-01-56435-00161,80.82000000000001,18
2012,08-01-52565-00305,80.81,63
2012,00-02-72600-00276,80.19,81
2012,00-01-32797-00576,80.19,41
2012,00-03-72600-00222,80.19,81
2012,08-01-52565-00306,79.93,60
2011,06-01-04183-18020,79.86,24
2011,00-01-43427-00473,79.79,179
2012,00-02-41262-27064,79.5,316
2011,00-03-41262-27328,79.5,159
2011,00-02-12524-77202,79.47,33
2011,06-01-89423-00227,79.39999999999999,30
2012,08-01-14226-01023,79.02,18
2012,08-01-05554-10164,78.7,50
2011,00-01-30047-10120,78.66,84
2011,00-01-43427-00472,78.37,176
2012,08-01-58641-00300,78.36,24
2012,07-01-57528-00108,78.08,61
2011,00-01-42524-47716,77.74000000000001,26
2012,88-01-99998-83913,77.61,39
2012,00-02-72600-00401,77.58,223
2012,00-01-32797-00696,77.39,226
2011,00-01-77975-08341,77.22,78
2011,08-01-40762-00467,76.94,222
2011,00-01-41262-28169,76.78,79
2011,07-01-33397-07108,76.78,22
2012,08-01-98992-00168,76.7,33
2012,00-01-37000-26932,76.63,42
2011,06-01-04183-18050,75.96,24
2011,00-02-77817-15600,75.45,76
2011,00-05-28400-01198,75.24,76
2012,00-02-30047-85122,75.15,60
2011,59-01-97312-70091,75.14,26
2011,01-01-81972-00074,75.0,30
2012,00-01-41780-02345,74.97,76
2012,00-01-28400-06881,74.94,6
2011,00-01-28400-03069,74.75,25
2012,00-01-15839-00944,74.35,25
2011,06-01-60217-81425,74.32000000000001,19
2011,00-01-77817-32910,74.26,75
2011,00-01-72600-01166,74.25,75
2011,00-06-72600-00659,74.14,70
2011,00-06-32797-00893,74.08,222
2011,00-01-41262-28338,74.0,37
2011,00-01-43427-55112,73.89,31
2012,00-01-76781-01651,73.5,49
2011,00-02-43427-18204,73.46,44
2012,00-05-72600-00002,73.26,74
2012,00-01-73046-90005,73.17999999999999,62
2011,00-01-74488-44444,73.0,73
2011,00-01-74488-44443,73.0,73
2011,06-01-60217-81507,72.83,19
2011,08-01-43571-00064,72.5,29
2012,00-01-15665-50270,72.28,23
2011,00-01-41780-40200,72.28,73
2012,00-02-72600-00272,72.27,73
2011,00-01-73731-08404,72.23,29
2012,00-01-72600-01587,72.15,28
2011,00-01-77817-11020,72.11,216
2011,00-02-41262-27732,72.0,144
2011,07-01-10342-45953,72.0,24
2011,00-02-32797-00883,71.94,36
2011,07-02-10311-42634,71.8,20
2011,00-01-43427-55111,71.8,182
2011,08-01-55564-00305,71.76,24
2011,00-02-32797-00892,71.55,45
2011,00-01-72600-00585,71.4,204
2011,07-01-57645-00800,71.30000000000001,25
2011,07-01-20495-90277,71.28,72
2012,07-02-54918-08165,71.22,18
2012,00-01-32797-00698,70.9,205
2012,00-03-72600-00225,70.29,71
2012,00-02-72600-01214,70.29,71
2011,07-02-57645-00500,70.28,33
2012,00-01-32797-00694,70.11,19
2011,07-02-28229-01280,69.86,14
2011,00-03-72170-00641,69.81,39
2011,00-01-30047-14071,69.72,28
2012,00-02-41262-28110,69.5,139
2011,00-01-72600-01490,69.3,70
2012,08-01-56651-00200,69.1,30
2011,07-01-10342-56014,69.0,23
2012,00-02-84114-11588,68.85,55
2011,00-01-25675-88080,68.79,174
2012,06-01-09722-79880,68.77000000000001,23
2012,00-01-83791-52062,68.31,69
2011,00-01-72600-01216,68.31,69
2011,00-02-41262-27043,68.06,276
2011,88-04-99998-11074,68.05000000000001,31
2012,06-01-48570-01138,67.83,17
2011,06-01-35992-04470,67.58,28
2011,00-02-28400-08405,67.35,24
2011,00-03-41780-00016,67.32,27
2011,00-09-43427-18111,67.09,202
2012,00-04-77975-02244,66.81,23
2011,07-01-57645-04010,66.57000000000001,23
2011,08-01-99788-00245,66.35,15
2011,00-05-41780-00004,66.33,67
2012,00-06-32797-00893,66.27000000000001,198
2012,08-01-29515-30059,66.27,93
2012,00-02-28400-00807,66.2,20
2012,08-01-56435-00162,65.78,22
2011,00-01-43427-18187,65.7,30
2011,07-01-33397-07506,65.67,33
2011,07-01-20495-90282,65.34,66
2011,07-01-08163-10817,65.33,47
2011,00-01-41780-02345,65.25,65
2012,08-01-58297-00006,64.89,31
2011,06-01-89076-83380,64.85000000000001,23
2012,00-01-64144-10080,64.85,23
2012,00-01-30047-14073,64.74000000000001,26
2012,07-01-57528-00876,64.7,27
2011,00-01-28400-00633,64.48,67
2011,00-01-28400-08957,64.4,40
2012,00-01-16000-28345,64.37,23
2011,00-04-41780-00350,64.35000000000001,65
2012,00-05-72600-00571,64.35,65
2012,00-01-72600-01727,64.14,61
2012,00-01-00901-00003,64.08,42
2012,00-01-77817-16810,64.0,64
2011,08-01-32182-10451,63.8,20
2012,00-01-13562-30058,63.68,32
2012,00-01-71169-88105,62.910000000000004,9
2012,00-03-77817-23298,62.49,61
2012,08-01-52565-00304,62.25,44
2012,00-01-15839-00942,62.190000000000005,21
2011,00-01-32797-00662,62.08,36
2012,08-01-39451-00206,61.86,14
2012,06-01-78523-04207,61.7,20
2011,88-05-99998-62328,61.38,22
2012,00-02-32797-00892,61.11,38
2011,00-01-21900-01173,60.75,62
2012,08-04-40762-04406,60.63,47
2011,08-01-32182-10453,60.61,19
2011,08-01-32182-10465,60.61,19
2011,00-02-41780-00343,60.59,86
2011,00-02-41262-27388,60.59,238
2012,00-01-72600-00962,60.55,173
2012,00-02-72600-00469,60.39,61
2011,88-04-99998-10569,60.38,47
2011,00-01-70271-00473,60.06,14
2012,00-01-41262-28335,60.0,30
2012,08-01-04879-30664,59.900000000000006,10
2011,88-05-99998-13230,59.89,37
2012,07-02-64218-60839,59.800000000000004,20
2011,07-01-57645-04020,59.800000000000004,20
2011,00-01-79227-31160,59.760000000000005,24
2011,00-01-43427-18123,59.75,25
2012,00-02-41200-07400,59.6,20
2012,08-01-52565-00301,59.3,20
2012,00-01-79927-10051,59.22,18
2011,08-01-14226-01038,59.010000000000005,19
2012,08-01-14226-01016,58.980000000000004,53
2012,07-01-57528-00858,58.78,24
2012,08-01-29515-30057,58.769999999999996,83
2011,00-01-74488-44453,58.699999999999996,53
2012,00-01-27393-00362,58.47,33
2011,00-05-41780-00044,58.410000000000004,59
2011,00-06-28400-01325,58.410000000000004,59
2011,00-02-28400-00634,58.3,58
2012,00-07-28400-01425,58.24,55
2011,00-02-41262-28187,58.230000000000004,59
2011,00-01-37000-24840,57.970000000000006,23
2011,00-01-23000-43936,57.94,22
2011,00-01-74488-44454,57.839999999999996,51
2012,07-02-05105-16983,57.52,8
2012,00-01-84114-12356,57.42,58
2012,00-03-72170-00641,57.28,32
2012,08-01-98992-00120,56.86,14
2012,07-01-57645-00800,56.81,20
2012,00-02-41262-27388,56.5,226
2012,00-01-71169-88110,56.410000000000004,9
2012,00-01-43427-18206,56.4,33
2012,00-01-41262-28585,56.0,28
2012,00-01-20685-00056,55.900000000000006,59
2011,07-01-28229-01454,55.86,14
2011,00-01-76784-20120,55.72,28
2012,00-02-28400-07019,55.64,17
2011,00-01-27393-00362,55.47,43
2011,00-01-84114-11715,55.47,43
2012,07-01-65667-11080,55.39,36
2011,00-01-28400-00632,55.23,56
2011,00-01-41780-00408,54.93,25
2012,00-01-42563-01605,54.89,11
2012,00-04-47593-44204,54.85,25
2012,00-01-70061-60300,54.75,25
2011,00-01-32797-00660,54.7,32
2012,00-01-41262-27185,54.53,218
2012,08-02-40762-04407,54.5,44
2012,00-01-72600-01490,54.45,55
2012,08-01-91803-00188,54.32000000000001,8
2012,07-01-48757-00108,54.08,32
2011,00-01-41780-00407,54.06,25
2011,00-01-76781-01655,54.0,36
2011,07-01-10342-56012,54.0,18
2011,00-02-41780-00203,54.0,72
2011,06-01-43795-54899,53.91,9
2011,88-04-99998-11073,53.82,18
2011,00-01-32797-00698,53.81,158
2012,00-01-18195-70760,53.79,21
2011,00-01-41780-00405,53.77,25
2012,00-01-76784-20120,53.77,23
2012,08-01-52565-00307,53.5,20
2012,00-01-25675-88075,53.49,89
2011,00-01-41262-28133,53.46,54
2012,88-01-99998-86055,52.93,17
2012,08-01-54137-00099,52.9,10
2011,06-01-89423-00190,52.9,20
2012,00-01-41780-00008,52.82,38
2011,00-01-72600-02203,52.47,53
2012,00-01-43427-18168,52.290000000000006,21
2012,00-01-84114-11172,52.29,21
2012,00-01-15665-50280,52.14,20
2011,06-01-89423-00273,52.019999999999996,132
2011,00-01-41262-28425,51.88,26
2011,06-01-60629-10051,51.870000000000005,13
2012,00-01-20685-08577,51.82,16
2011,00-03-83791-02007,51.480000000000004,52
2012,00-01-30047-10130,51.480000000000004,52
2011,00-03-41780-00124,51.480000000000004,52
2012,00-01-72600-01279,51.48,52
2011,01-01-82363-00030,51.46,14
2012,00-01-24100-56894,51.34,16
2011,00-01-84114-10923,51.089999999999996,21
2012,07-01-65667-11110,51.06,35
2012,00-02-41262-28117,51.0,102
2011,06-01-96200-00160,50.96,14
2012,08-01-56468-00202,50.93,53
2012,07-04-54918-08128,50.849999999999994,15
2012,88-01-99998-86058,50.84,16
2011,00-02-70415-10114,50.7,30
2012,00-01-74488-44490,50.63,17
2011,00-02-15839-00605,50.34,46
2011,08-01-37654-92471,50.31,9
2011,00-02-72600-00145,50.21,150
2012,00-02-28400-00961,50.14,46
2012,06-01-78523-04205,49.84,16
2012,00-01-30047-14074,49.800000000000004,20
2011,00-01-72600-02101,49.68,51
2012,00-02-43427-18205,49.41,31
2011,00-01-77975-08685,49.36,17
2012,08-01-56435-00161,49.35,15
2012,00-01-41200-09894,49.269999999999996,13
2012,00-01-82666-72233,49.11,43
2011,00-01-43427-18107,49.089999999999996,168
2012,08-01-50163-00403,48.84,16
2012,08-01-99788-00246,48.790000000000006,23
2012,00-01-74323-05800,48.64,38
2012,00-01-77232-15224,48.61,27
2011,00-01-72600-01279,48.51,49
2012,00-01-43427-18187,48.45,25
2011,08-01-19046-00044,48.18,22
2011,00-01-16000-41749,48.0,49
2011,00-01-28400-08960,48.0,24
2011,00-01-71169-87114,47.94,6
2012,00-01-45764-27124,47.88,12
2012,07-01-28229-01437,47.88,12
2012,08-02-71265-50264,47.76,24
2011,00-01-28400-08095,47.730000000000004,37
2012,01-02-80999-00006,47.68,13
2011,00-01-72600-00962,47.6,136
2011,08-01-43571-00250,47.52,48
2012,00-04-41780-00375,47.52,48
2012,00-02-72600-01279,47.52,48
2012,08-01-50668-00088,47.5,19
2011,88-05-99998-24039,47.43,28
2012,07-01-55355-10106,47.410000000000004,16
2011,00-01-15665-17992,47.400000000000006,17
2011,00-01-30047-14072,47.31,19
2012,00-02-41780-00343,47.25,63
2011,00-01-41780-00406,47.22,21
2011,08-01-10487-00351,47.03,27
2012,00-01-43427-18123,46.81,19
2011,00-01-41780-03354,46.53,47
2012,00-05-81084-00007,46.25,93
2011,59-01-97312-70063,46.24,16
2012,00-01-41262-28332,45.96,24
2011,00-05-28400-01785,45.95,45
2012,00-01-25675-88080,45.57,83
2012,00-01-41200-09890,45.48,12
2011,08-01-29515-30636,45.14,26
2012,08-01-93594-00264,45.03,57
2012,00-01-16000-41749,45.0,45
2011,06-01-60217-81426,44.900000000000006,12
2011,07-01-39748-06311,44.870000000000005,13
2012,08-01-59379-00106,44.85000000000001,15
2011,06-01-73879-00002,44.85,15
2012,00-01-77975-03411,44.85,15
2011,00-01-43427-18168,44.82000000000001,18
2012,07-01-57528-00913,44.8,35
2011,00-01-32797-00666,44.75,25
2012,00-02-28400-04543,44.59,41
2012,00-03-72170-00109,44.55,45
2011,00-01-43427-55110,44.41,19
2012,00-01-77975-08695,44.31,11
2012,06-02-04183-18010,44.28,12
2011,06-01-89423-00288,44.13,112
2012,00-06-43427-18104,44.07,113
2011,00-01-37000-23237,44.01,20
2012,00-01-28400-09170,44.0,44
2012,00-01-28400-01361,44.0,22
2012,07-02-48757-00001,43.94,26
2012,07-01-28229-78922,43.89,11
2011,00-01-28400-08627,43.8,87
2012,08-01-58390-00317,43.78,22
2011,00-01-74488-44452,43.75,39
2011,00-01-72600-00432,43.56,44
2011,00-01-79927-03011,43.56,44
2011,08-01-43571-00251,43.56,44
2011,07-01-57645-04030,43.44,16
2011,08-01-43571-00224,43.36,14
